Crop Type,Soil Type,Temperature (°C),Humidity (%),Soil Moisture (%),Rainfall (mm),Water Requirement (L/sq.m)
Wheat,Clay,26.16,80.16,0.25,103.78,0.0
Tomato,Peat,42.54,23.02,97.47,151.03,0.0
Rice,Silt,31.46,42.13,54.75,171.39,0.0
Sugarcane,Peat,28.8,48.26,50.0,136.75,0.0
Cotton,Loamy,14.03,69.12,40.08,110.12,0.0
Maize,Sandy,30.91,20.62,51.76,42.65,3.91
Sugarcane,Silt,34.81,25.06,37.4,289.72,0.0
Maize,Sandy,17.29,28.0,27.32,115.82,0.0
Cotton,Clay,44.58,72.5,9.34,52.13,0.0
Tomato,Clay,17.06,17.3,71.4,140.5,0.0
Barley,Sandy,23.23,54.47,78.22,299.77,0.0
Sugarcane,Clay,43.99,47.13,13.48,96.6,0.0
Rice,Sandy,13.45,55.59,28.11,201.73,0.0
Wheat,Silt,41.04,61.94,70.08,246.77,0.0
Rice,Clay,14.49,58.51,75.14,258.45,0.0
Tomato,Peat,33.96,66.7,6.3,226.86,0.0
Maize,Peat,25.42,41.41,24.58,161.34,0.0
Tomato,Loamy,41.87,27.61,34.88,264.63,0.0
Wheat,Silt,30.51,71.59,26.31,117.31,0.0
Barley,Loamy,41.74,41.56,29.63,26.78,4.91
Wheat,Sandy,42.48,56.87,93.79,183.95,0.0
Soybean,Loamy,32.33,17.34,7.93,179.68,0.0
Cotton,Loamy,30.27,18.74,88.3,223.4,0.0
Tomato,Silt,31.92,15.92,80.35,280.1,0.0
Cotton,Peat,26.47,59.34,23.34,151.86,0.0
Maize,Clay,21.01,17.07,97.47,285.23,0.0
Rice,Loamy,41.7,45.01,58.06,88.04,0.0
Cotton,Sandy,32.52,64.92,48.68,94.9,0.0
Soybean,Peat,20.8,75.12,76.2,16.53,0.07
Sugarcane,Loamy,18.46,31.95,49.33,125.03,0.0
Wheat,Loamy,18.18,16.29,15.69,248.23,0.0
Rice,Peat,23.71,33.27,89.49,287.18,0.0
Tomato,Sandy,21.41,30.56,54.72,236.41,0.0
Rice,Clay,10.39,49.0,91.64,248.79,0.0
Cotton,Loamy,41.51,25.4,16.77,68.96,2.91
Maize,Clay,43.57,67.6,38.57,178.45,0.0
Barley,Sandy,16.97,14.16,60.4,48.76,0.0
Soybean,Silt,21.88,53.79,93.65,299.06,0.0
Maize,Sandy,29.85,47.89,35.35,150.95,0.0
Sugarcane,Loamy,38.55,53.15,35.42,168.21,0.0
Maize,Loamy,37.17,78.39,54.39,197.04,0.0
Wheat,Silt,41.39,53.48,52.29,85.19,0.0
Tomato,Peat,22.25,12.14,24.76,179.82,0.0
Tomato,Clay,37.97,68.58,3.12,293.85,0.0
Cotton,Silt,13.2,28.16,62.19,250.79,0.0
Cotton,Peat,10.57,16.14,49.37,81.99,0.0
Tomato,Clay,16.68,56.21,41.6,104.39,0.0
Sugarcane,Sandy,43.52,79.09,63.0,224.5,0.0
Barley,Sandy,25.97,22.96,2.86,272.83,0.0
Wheat,Sandy,18.1,29.02,38.86,277.66,0.0
Rice,Loamy,35.23,73.28,74.78,105.16,0.0
Rice,Peat,19.0,29.6,29.31,225.04,0.0
Maize,Silt,24.27,44.24,3.27,33.89,1.12
Sugarcane,Sandy,37.96,20.86,22.42,168.46,0.0
Barley,Clay,23.69,84.53,57.07,155.72,0.0
Rice,Clay,19.62,27.93,14.89,105.03,0.0
Wheat,Clay,33.07,39.17,67.17,293.46,0.0
Rice,Clay,24.17,40.28,61.0,35.8,1.48
Sugarcane,Silt,43.49,58.83,10.0,3.28,7.05
Barley,Silt,19.7,29.06,15.05,244.02,0.0
Sugarcane,Clay,11.86,68.12,24.13,36.55,0.0
Tomato,Sandy,14.34,24.79,74.87,81.11,0.0
Rice,Sandy,34.56,65.16,26.89,180.54,0.0
Maize,Loamy,32.35,45.01,5.87,58.12,0.12
Maize,Loamy,36.92,76.05,57.63,98.9,0.0
Soybean,Silt,20.43,54.11,96.51,234.16,0.0
Cotton,Clay,22.99,57.3,78.85,57.58,0.0
Tomato,Peat,14.61,13.23,18.97,124.91,0.0
Sugarcane,Loamy,18.05,57.27,79.73,274.64,0.0
Rice,Peat,27.34,14.02,27.56,72.37,0.72
Soybean,Sandy,30.11,57.38,64.52,249.74,0.0
Wheat,Silt,16.89,31.14,37.73,266.63,0.0
Rice,Peat,28.54,57.95,57.39,259.71,0.0
Tomato,Sandy,34.91,84.98,27.81,195.02,0.0
Sugarcane,Loamy,23.91,81.84,61.34,69.84,0.0
Wheat,Sandy,41.65,54.46,1.64,225.83,0.0
Barley,Peat,15.82,89.19,54.81,154.62,0.0
Sugarcane,Clay,40.31,27.13,16.26,165.4,0.0
Wheat,Sandy,23.42,58.47,26.55,134.3,0.0
Wheat,Loamy,30.06,32.21,80.64,218.17,0.0
Cotton,Loamy,28.75,53.42,73.19,74.23,0.0
Rice,Loamy,34.89,16.16,9.78,30.9,7.99
Sugarcane,Peat,29.27,48.17,16.37,26.47,3.01
Cotton,Loamy,39.52,24.8,43.64,66.42,2.77
Cotton,Silt,11.34,82.41,86.32,67.95,0.0
Rice,Sandy,36.75,43.92,64.06,87.17,0.0
Barley,Sandy,10.46,52.04,75.41,265.98,0.0
Barley,Clay,24.32,85.33,76.64,124.93,0.0
Sugarcane,Sandy,18.91,33.81,68.25,189.77,0.0
Tomato,Clay,26.58,32.65,20.72,56.03,0.38
Sugarcane,Peat,11.13,59.83,72.22,185.93,0.0
Cotton,Sandy,18.96,25.36,11.91,4.28,3.65
Wheat,Clay,23.39,67.74,39.89,34.87,0.0
Cotton,Silt,22.79,26.36,90.08,185.4,0.0
Maize,Silt,41.1,42.2,13.54,165.52,0.0
Maize,Peat,43.4,54.28,93.23,263.41,0.0
Maize,Silt,15.77,13.89,33.95,44.25,0.1
Wheat,Silt,24.5,25.43,18.8,6.99,5.93
Cotton,Loamy,23.6,35.4,66.91,48.44,0.2
Wheat,Silt,25.82,29.16,40.51,264.86,0.0
Maize,Silt,41.1,17.46,65.33,41.29,7.18
Sugarcane,Sandy,40.29,75.66,41.58,262.28,0.0
Tomato,Sandy,34.74,13.76,49.55,157.86,0.0
Sugarcane,Sandy,37.07,43.78,31.35,221.04,0.0
Cotton,Peat,26.12,40.51,35.14,153.2,0.0
Tomato,Silt,32.06,24.12,32.35,224.31,0.0
Rice,Clay,18.61,25.74,73.13,8.03,4.56
Barley,Silt,38.03,32.29,78.3,206.77,0.0
Soybean,Clay,20.99,20.96,54.28,283.86,0.0
Barley,Peat,20.6,68.44,20.58,36.66,0.0
Barley,Sandy,11.46,43.6,50.26,81.82,0.0
Barley,Sandy,19.98,66.7,50.81,175.25,0.0
Tomato,Clay,31.48,49.05,84.34,45.59,0.83
Barley,Peat,43.71,82.8,30.5,212.81,0.0
Barley,Clay,29.8,70.57,13.35,297.63,0.0
Barley,Clay,36.82,41.34,70.17,47.66,2.19
Barley,Loamy,26.64,36.57,58.7,224.91,0.0
Soybean,Sandy,30.18,76.78,47.02,100.08,0.0
Sugarcane,Silt,16.4,35.83,76.31,156.08,0.0
Soybean,Peat,15.11,77.71,76.63,5.01,0.59
Wheat,Loamy,45.0,47.22,22.18,261.07,0.0
Sugarcane,Clay,32.3,81.7,93.04,282.59,0.0
Soybean,Clay,16.42,63.19,73.0,18.42,0.16
Wheat,Silt,39.68,80.31,95.36,77.6,0.0
Sugarcane,Clay,33.99,89.54,26.07,111.16,0.0
Wheat,Clay,23.46,35.33,18.54,238.6,0.0
Rice,Loamy,31.59,88.99,61.79,85.95,0.0
Wheat,Sandy,33.2,27.57,30.85,99.66,0.0
Sugarcane,Silt,42.58,72.96,50.07,63.47,0.0
Tomato,Peat,28.15,61.47,62.78,1.19,3.67
Tomato,Silt,12.02,65.36,55.19,191.07,0.0
Tomato,Sandy,23.76,88.58,29.54,103.53,0.0
Rice,Sandy,39.56,61.32,6.19,226.16,0.0
Maize,Loamy,22.05,61.91,58.16,187.69,0.0
Cotton,Silt,35.73,49.6,9.85,32.92,2.3
Sugarcane,Peat,33.29,48.82,26.91,48.3,1.06
Tomato,Silt,44.6,77.18,72.21,283.02,0.0
Tomato,Peat,24.59,49.18,14.2,47.96,0.0
Barley,Loamy,13.38,37.4,33.59,74.72,0.0
Barley,Sandy,16.71,50.15,18.66,72.92,0.0
Barley,Loamy,40.24,82.05,59.46,241.21,0.0
Cotton,Loamy,23.34,61.19,66.13,240.17,0.0
Wheat,Sandy,34.08,82.06,8.44,220.99,0.0
Maize,Sandy,11.65,10.36,47.38,127.05,0.0
Wheat,Sandy,19.88,86.89,79.05,50.42,0.0
Rice,Sandy,42.53,26.73,23.38,254.29,0.0
Rice,Peat,40.24,34.49,42.28,52.5,4.24
Cotton,Clay,19.03,37.52,10.95,200.63,0.0
Barley,Loamy,40.97,59.54,98.32,184.46,0.0
Soybean,Sandy,18.41,84.2,56.76,33.58,0.0
Soybean,Loamy,20.16,83.5,11.09,10.82,0.03
Wheat,Clay,43.97,25.38,54.96,142.93,0.0
Sugarcane,Sandy,17.41,25.75,21.44,76.56,0.0
Maize,Peat,30.34,23.73,49.77,28.31,4.88
Sugarcane,Silt,25.22,80.42,36.92,6.8,1.21
Rice,Peat,21.34,64.23,75.37,140.66,0.0
Rice,Silt,36.72,65.19,67.18,126.94,0.0
Sugarcane,Loamy,18.11,80.6,1.69,108.56,0.0
Soybean,Silt,17.61,19.5,98.42,168.52,0.0
Soybean,Clay,27.55,20.53,38.01,200.08,0.0
Soybean,Silt,22.27,52.21,33.26,230.3,0.0
Barley,Peat,40.01,49.16,72.31,43.55,2.18
Maize,Clay,24.98,83.79,96.79,159.02,0.0
Maize,Clay,39.51,50.7,76.09,240.78,0.0
Maize,Silt,43.01,12.78,95.97,58.85,6.62
Wheat,Sandy,40.71,86.7,44.83,24.07,0.0
Tomato,Silt,40.2,11.26,45.02,114.1,0.51
Soybean,Silt,33.43,40.26,33.48,174.54,0.0
Soybean,Clay,22.12,72.55,73.79,285.95,0.0
Rice,Silt,32.15,39.08,16.68,207.04,0.0
Rice,Loamy,42.82,72.72,70.04,271.35,0.0
Sugarcane,Peat,34.51,12.96,96.91,295.19,0.0
Soybean,Loamy,23.48,14.69,11.34,146.11,0.0
Rice,Clay,12.22,73.08,82.19,114.68,0.0
Cotton,Sandy,43.98,77.11,9.59,261.01,0.0
Barley,Sandy,42.57,57.83,25.95,13.35,4.18
Tomato,Loamy,15.05,42.26,17.72,189.53,0.0
Maize,Silt,35.2,22.44,2.71,7.9,8.31
Barley,Sandy,16.56,74.44,70.31,78.65,0.0
Tomato,Sandy,31.75,79.42,68.03,284.71,0.0
Cotton,Loamy,38.43,83.07,95.49,158.39,0.0
Sugarcane,Loamy,32.45,30.87,80.04,229.55,0.0
Rice,Sandy,20.53,57.68,60.29,202.83,0.0
Wheat,Silt,33.41,80.98,77.46,237.29,0.0
Soybean,Peat,19.67,15.24,97.11,157.49,0.0
Barley,Sandy,14.79,14.62,28.68,293.05,0.0
Sugarcane,Sandy,28.75,19.63,96.49,154.28,0.0
Cotton,Silt,37.73,10.29,59.87,102.58,0.87
Cotton,Loamy,20.2,65.67,17.75,108.69,0.0
Sugarcane,Silt,43.52,39.58,87.07,136.68,0.0
Cotton,Silt,34.43,20.3,46.88,69.6,1.86
Maize,Silt,29.82,49.0,13.68,49.67,0.1
Tomato,Silt,26.49,68.81,59.48,80.35,0.0
Wheat,Clay,22.97,37.63,8.93,174.34,0.0
Tomato,Sandy,16.93,12.95,75.92,263.75,0.0
Barley,Silt,31.43,85.22,97.82,217.29,0.0
Maize,Silt,14.22,44.54,51.6,10.79,1.55
Cotton,Sandy,41.01,22.69,24.49,100.12,0.47
Cotton,Silt,36.97,53.07,57.82,177.58,0.0
Maize,Loamy,42.65,59.35,65.22,97.86,0.0
Sugarcane,Sandy,30.38,13.64,68.79,190.39,0.0
Soybean,Peat,23.39,78.84,42.64,177.28,0.0
Soybean,Silt,37.13,76.35,60.11,30.98,0.0
Rice,Clay,21.22,80.7,46.31,192.43,0.0
Soybean,Silt,30.61,62.44,80.28,154.38,0.0
Tomato,Clay,16.39,27.36,45.76,205.18,0.0
Maize,Silt,37.92,64.27,57.9,8.21,3.7
Barley,Clay,37.93,82.45,85.53,210.28,0.0
Barley,Sandy,36.63,44.36,50.8,75.14,0.0
Barley,Loamy,41.32,17.67,13.11,127.55,0.0
Barley,Peat,31.51,67.1,89.2,60.58,0.0
Rice,Silt,26.86,80.45,50.41,45.67,0.0
Cotton,Loamy,21.24,89.81,65.24,263.36,0.0
Maize,Peat,35.56,88.54,64.67,285.39,0.0
Cotton,Clay,29.36,19.04,75.96,227.65,0.0
Maize,Sandy,22.71,71.94,92.74,265.43,0.0
Soybean,Clay,25.16,39.92,9.2,242.8,0.0
Wheat,Peat,13.96,60.27,46.65,14.5,0.44
Maize,Clay,24.77,60.79,80.32,266.09,0.0
Cotton,Loamy,12.42,80.17,54.69,285.77,0.0
Barley,Sandy,26.51,39.68,94.55,153.34,0.0
Soybean,Silt,31.86,19.54,97.57,92.04,0.0
Sugarcane,Clay,13.19,55.71,83.2,180.02,0.0
Sugarcane,Silt,37.8,50.07,74.2,225.43,0.0
Wheat,Sandy,19.65,59.24,55.5,250.68,0.0
Maize,Sandy,23.69,11.94,66.71,251.21,0.0
Wheat,Silt,22.48,32.82,85.59,206.39,0.0
Barley,Sandy,22.87,68.71,90.65,290.86,0.0
Sugarcane,Loamy,31.24,88.46,51.1,134.93,0.0
Cotton,Loamy,23.4,24.51,83.17,248.63,0.0
Cotton,Silt,26.63,21.42,68.06,0.74,5.87
Maize,Loamy,36.7,57.18,53.3,264.9,0.0
Sugarcane,Sandy,13.75,27.35,32.16,31.09,0.28
Cotton,Clay,18.01,54.03,97.09,266.37,0.0
Soybean,Peat,26.35,70.89,23.27,289.16,0.0
Barley,Clay,41.81,74.26,46.4,243.59,0.0
Wheat,Loamy,13.9,56.73,68.73,297.32,0.0
Rice,Silt,29.38,67.75,77.51,58.85,0.0
Cotton,Loamy,37.08,82.27,80.61,166.93,0.0
Maize,Sandy,42.09,10.06,88.66,12.69,11.35
Maize,Clay,32.52,81.35,81.22,191.77,0.0
Soybean,Clay,18.27,47.45,37.85,266.66,0.0
Soybean,Peat,38.32,27.75,49.46,198.15,0.0
Maize,Peat,34.78,34.64,90.98,139.91,0.0
Wheat,Sandy,13.77,14.88,77.05,76.57,0.0
Tomato,Clay,33.85,22.13,28.44,127.38,0.0
Cotton,Loamy,42.63,28.55,86.85,267.64,0.0
Maize,Loamy,15.08,43.13,63.6,10.82,1.78
Wheat,Peat,18.82,19.9,10.9,298.21,0.0
Barley,Loamy,17.92,43.05,26.06,253.67,0.0
Barley,Sandy,20.61,80.13,77.45,136.85,0.0
Maize,Clay,39.39,18.27,62.18,285.9,0.0
Barley,Sandy,31.61,13.02,61.37,19.35,6.51
Rice,Clay,25.76,63.46,97.11,282.64,0.0
Cotton,Peat,36.79,45.49,49.26,59.13,0.66
Rice,Peat,27.53,71.47,50.53,77.03,0.0
Sugarcane,Loamy,18.41,43.11,16.04,268.14,0.0
Sugarcane,Silt,10.58,22.23,49.92,83.93,0.0
Barley,Sandy,36.3,52.47,57.93,161.25,0.0
Rice,Silt,39.45,46.65,98.86,149.86,0.0
Sugarcane,Sandy,30.77,82.2,9.22,103.31,0.0
Barley,Clay,22.13,80.26,11.18,251.91,0.0
Barley,Sandy,13.61,88.71,72.21,130.47,0.0
Sugarcane,Clay,24.03,22.25,94.82,294.32,0.0
Tomato,Clay,23.81,87.57,65.85,215.74,0.0
Wheat,Silt,44.48,85.62,50.47,226.46,0.0
Wheat,Clay,19.42,35.12,7.76,153.25,0.0
Wheat,Peat,26.14,67.63,52.48,236.82,0.0
Maize,Sandy,25.96,51.42,46.26,68.19,0.0
Wheat,Sandy,41.21,78.27,96.41,280.22,0.0
Sugarcane,Sandy,36.16,10.7,28.72,183.95,0.0
Barley,Sandy,11.11,36.29,13.7,40.66,0.0
Cotton,Loamy,39.25,18.22,16.96,135.84,0.0
Sugarcane,Clay,10.2,19.66,28.48,118.19,0.0
Barley,Sandy,10.7,48.94,24.31,233.38,0.0
Sugarcane,Sandy,30.36,14.55,91.8,7.12,9.92
Soybean,Sandy,29.99,29.97,40.67,97.52,0.0
Cotton,Peat,42.25,12.34,54.32,241.53,0.0
Cotton,Sandy,10.14,44.48,9.36,31.99,0.0
Maize,Sandy,39.25,62.36,16.0,202.74,0.0
Maize,Clay,11.4,57.39,50.48,44.6,0.0
Maize,Clay,37.09,58.44,33.08,29.62,2.18
Maize,Silt,41.78,74.0,8.87,54.04,0.0
Sugarcane,Sandy,44.96,16.65,90.62,188.19,0.0
Soybean,Clay,44.16,22.1,98.65,186.43,0.0
Maize,Clay,36.14,52.05,44.45,72.01,0.0
Barley,Sandy,14.76,18.35,31.87,240.03,0.0
Tomato,Peat,24.21,42.8,78.49,226.93,0.0
Wheat,Clay,29.85,60.74,63.53,53.9,0.0
Maize,Peat,13.56,46.55,66.31,51.14,0.0
Barley,Loamy,32.95,14.93,69.25,9.3,7.57
Barley,Silt,12.51,63.22,92.69,167.94,0.0
Barley,Peat,22.28,22.4,31.73,179.74,0.0
Soybean,Loamy,29.5,25.25,6.88,163.03,0.0
Cotton,Loamy,16.15,85.95,78.56,35.84,0.0
Sugarcane,Clay,31.77,63.25,57.5,91.12,0.0
Cotton,Sandy,42.95,13.6,60.74,240.92,0.0
Tomato,Clay,36.47,59.63,79.24,31.47,1.85
Sugarcane,Clay,41.83,35.95,18.09,43.0,5.79
Maize,Sandy,22.87,77.17,59.22,299.6,0.0
Maize,Peat,19.92,71.4,13.62,43.76,0.0
Cotton,Clay,32.91,11.62,96.86,54.31,3.62
Soybean,Sandy,35.28,41.77,79.71,42.3,2.49
Barley,Clay,44.43,13.54,44.91,157.28,0.0
Barley,Loamy,14.57,34.45,22.75,234.01,0.0
Maize,Sandy,32.14,32.13,19.3,217.11,0.0
Soybean,Peat,41.52,44.28,12.35,297.4,0.0
Sugarcane,Clay,22.54,30.44,45.12,267.08,0.0
Sugarcane,Sandy,22.16,24.61,96.12,230.23,0.0
Barley,Silt,16.79,87.78,5.64,136.22,0.0
Barley,Sandy,21.0,33.35,74.11,69.22,0.0
Tomato,Loamy,10.95,36.52,47.15,222.27,0.0
Wheat,Clay,18.96,65.44,30.94,202.13,0.0
Soybean,Clay,20.5,55.37,0.19,183.64,0.0
Maize,Silt,16.45,15.04,65.62,188.91,0.0
Sugarcane,Peat,18.48,67.86,65.83,237.54,0.0
Cotton,Loamy,30.29,55.71,34.12,20.81,2.03
Sugarcane,Loamy,39.47,56.03,54.58,80.4,0.0
Sugarcane,Sandy,41.57,15.27,24.76,101.49,1.99
Tomato,Sandy,36.13,75.95,88.35,210.22,0.0
Tomato,Loamy,19.63,67.12,34.94,103.42,0.0
Cotton,Peat,14.02,32.67,70.38,129.51,0.0
Sugarcane,Loamy,41.18,71.17,50.93,6.67,4.11
Rice,Peat,30.25,68.62,24.93,121.96,0.0
Maize,Peat,40.53,84.87,3.88,26.39,0.0
Cotton,Sandy,11.52,18.64,35.07,119.97,0.0
Tomato,Sandy,36.35,68.01,71.99,73.68,0.0
Wheat,Loamy,40.76,66.97,89.25,130.53,0.0
Cotton,Silt,37.65,45.47,27.31,13.08,4.71
Cotton,Sandy,13.58,46.82,85.6,73.08,0.0
Barley,Peat,33.22,36.12,62.68,68.08,0.24
Maize,Clay,11.59,14.87,4.57,145.24,0.0
Rice,Clay,10.43,39.79,58.46,96.88,0.0
Wheat,Silt,13.27,80.72,61.53,146.34,0.0
Wheat,Clay,42.96,87.99,4.05,271.5,0.0
Rice,Sandy,37.46,27.95,17.82,98.88,0.0
Tomato,Sandy,33.07,59.47,18.66,153.07,0.0
Soybean,Loamy,16.71,72.02,1.57,182.29,0.0
Cotton,Peat,14.81,64.94,85.08,235.87,0.0
Barley,Loamy,21.83,10.68,30.99,64.08,0.08
Tomato,Loamy,20.24,37.95,40.82,160.13,0.0
Soybean,Loamy,10.66,37.81,21.07,12.32,0.93
Sugarcane,Silt,12.23,20.18,83.26,280.01,0.0
Cotton,Clay,44.16,47.59,76.82,152.02,0.0
Sugarcane,Silt,25.09,67.51,34.85,204.26,0.0
Soybean,Silt,10.46,46.65,49.14,171.6,0.0
Sugarcane,Clay,16.74,15.15,95.42,50.54,0.0
Sugarcane,Sandy,18.99,65.08,29.85,297.99,0.0
Sugarcane,Peat,38.62,58.01,96.29,120.63,0.0
Tomato,Clay,27.77,10.97,77.6,183.62,0.0
Sugarcane,Loamy,44.17,68.72,74.91,186.92,0.0
Cotton,Clay,32.84,25.86,64.0,132.92,0.0
Rice,Peat,35.95,76.66,64.05,8.35,2.35
Sugarcane,Loamy,24.37,57.67,53.78,171.33,0.0
Maize,Loamy,33.34,69.48,29.18,168.97,0.0
Soybean,Peat,17.92,64.71,84.07,103.1,0.0
Barley,Peat,13.96,22.6,75.6,11.41,2.21
Cotton,Peat,40.55,37.64,8.48,158.01,0.0
Barley,Clay,25.03,85.61,0.36,190.96,0.0
Barley,Peat,37.22,81.27,31.62,190.64,0.0
Tomato,Silt,34.86,79.53,45.15,3.82,2.1
Tomato,Clay,11.47,70.5,29.39,115.73,0.0
Cotton,Loamy,43.95,18.97,2.59,265.23,0.0
Cotton,Silt,43.05,86.72,67.18,176.59,0.0
Rice,Sandy,20.65,79.66,33.37,117.93,0.0
Wheat,Clay,11.83,74.96,61.41,84.24,0.0
Barley,Loamy,21.28,34.07,8.79,112.01,0.0
Tomato,Sandy,13.72,62.46,48.49,116.08,0.0
Sugarcane,Sandy,44.34,58.3,83.01,218.33,0.0
Tomato,Loamy,23.09,70.18,50.51,149.14,0.0
Soybean,Clay,13.28,39.3,54.63,130.07,0.0
Rice,Peat,28.56,42.8,55.11,16.5,4.55
Maize,Loamy,12.61,84.54,10.39,76.68,0.0
Cotton,Clay,10.63,71.93,2.9,58.78,0.0
Barley,Clay,19.46,58.28,66.21,89.6,0.0
Cotton,Loamy,41.41,29.26,77.2,98.03,0.0
Sugarcane,Peat,28.08,77.11,37.71,111.68,0.0
Maize,Sandy,38.7,68.07,33.69,101.07,0.0
Cotton,Clay,17.65,25.53,47.32,174.28,0.0
Cotton,Sandy,19.48,20.03,46.93,138.03,0.0
Cotton,Peat,17.69,63.2,70.38,101.55,0.0
Sugarcane,Peat,24.48,42.61,96.85,17.24,3.7
Wheat,Silt,26.48,33.56,98.71,213.72,0.0
Barley,Loamy,27.88,22.84,48.78,112.58,0.0
Tomato,Silt,18.14,29.7,23.32,139.84,0.0
Maize,Loamy,23.76,60.09,59.39,86.37,0.0
Maize,Loamy,42.14,73.32,77.46,256.11,0.0
Rice,Clay,44.3,24.47,34.53,126.83,0.0
Tomato,Peat,15.42,66.45,75.73,265.79,0.0
Sugarcane,Silt,39.07,81.55,18.27,253.09,0.0
Wheat,Peat,39.34,83.93,2.73,135.07,0.0
Barley,Loamy,16.43,83.85,31.13,47.54,0.0
Wheat,Silt,16.51,58.28,89.66,178.91,0.0
Maize,Loamy,10.9,61.09,54.66,105.57,0.0
Sugarcane,Loamy,31.63,15.95,64.24,244.64,0.0
Soybean,Peat,25.71,44.54,26.89,29.35,1.73
Soybean,Loamy,29.53,62.31,4.74,206.78,0.0
Barley,Sandy,26.2,71.8,20.41,37.63,0.0
Rice,Clay,26.52,62.03,76.37,189.66,0.0
Cotton,Peat,14.83,31.47,55.72,15.78,1.54
Tomato,Silt,32.97,44.65,62.94,75.18,0.0
Soybean,Sandy,17.63,19.2,29.13,82.59,0.0
Barley,Peat,37.74,79.86,83.67,65.58,0.0
Tomato,Silt,25.92,34.7,25.66,76.91,0.0
Wheat,Clay,33.36,11.31,83.18,38.83,6.58
Maize,Silt,16.2,82.49,99.97,275.29,0.0
Tomato,Peat,37.44,78.98,21.14,86.89,0.0
Wheat,Sandy,28.48,16.78,45.53,115.51,0.0
Soybean,Clay,18.18,52.21,46.19,39.34,0.0
Soybean,Clay,32.45,46.73,61.6,37.82,1.88
Cotton,Clay,44.63,53.56,14.66,233.24,0.0
Rice,Clay,10.31,36.18,55.59,72.99,0.0
Soybean,Silt,28.2,28.31,33.56,110.15,0.0
Tomato,Sandy,29.92,70.74,9.24,33.87,0.0
Wheat,Sandy,10.91,32.83,33.54,105.02,0.0
Maize,Sandy,10.12,75.7,37.81,97.85,0.0
Cotton,Clay,29.43,25.01,35.83,119.2,0.0
Wheat,Silt,28.58,52.22,98.96,149.91,0.0
Rice,Silt,16.27,77.37,85.41,198.26,0.0
Soybean,Clay,11.01,21.96,77.35,251.3,0.0
Rice,Sandy,13.7,73.6,31.04,94.19,0.0
Rice,Silt,38.98,76.57,46.73,251.34,0.0
Wheat,Peat,32.54,72.16,10.77,28.29,0.21
Maize,Sandy,16.99,45.21,71.35,136.13,0.0
Soybean,Silt,12.82,87.69,65.27,117.95,0.0
Sugarcane,Sandy,34.5,62.34,17.27,72.05,0.0
Wheat,Loamy,10.44,11.79,73.4,277.62,0.0
Soybean,Clay,12.78,11.36,36.09,207.49,0.0
Rice,Peat,14.9,15.26,33.2,60.06,0.0
Sugarcane,Loamy,25.39,57.12,42.6,140.69,0.0
Tomato,Peat,18.07,15.69,86.46,100.73,0.0
Wheat,Peat,11.57,20.58,38.94,273.0,0.0
Wheat,Peat,28.57,51.94,2.05,70.8,0.0
Rice,Sandy,32.4,43.01,15.94,35.58,3.12
Maize,Clay,38.28,74.38,66.12,133.12,0.0
Soybean,Clay,30.67,33.35,92.07,77.37,0.0
Tomato,Peat,26.5,74.03,47.96,138.64,0.0
Barley,Silt,21.47,18.27,60.05,27.64,2.78
Soybean,Loamy,16.47,60.52,5.86,287.86,0.0
Maize,Sandy,23.73,43.38,31.53,296.69,0.0
Wheat,Loamy,35.02,67.66,26.51,66.47,0.0
Rice,Loamy,19.46,57.7,55.01,248.25,0.0
Barley,Loamy,31.79,35.82,80.35,282.06,0.0
Sugarcane,Peat,17.68,19.71,71.28,284.41,0.0
Rice,Loamy,13.8,68.43,86.89,194.22,0.0
Soybean,Loamy,37.38,73.27,82.08,230.24,0.0
Tomato,Loamy,20.09,24.55,91.57,249.02,0.0
Wheat,Peat,25.81,61.49,51.71,129.71,0.0
Maize,Clay,36.61,14.65,44.3,27.84,7.63
Barley,Peat,40.58,86.34,49.53,182.82,0.0
Cotton,Peat,24.99,85.86,24.93,168.78,0.0
Maize,Silt,13.11,70.57,65.39,169.7,0.0
Soybean,Sandy,10.73,50.58,42.6,214.22,0.0
Soybean,Clay,27.93,34.69,58.19,262.95,0.0
Barley,Peat,13.77,45.89,22.01,181.91,0.0
Rice,Sandy,36.89,41.49,65.19,260.78,0.0
Tomato,Sandy,42.01,62.05,77.52,106.46,0.0
Tomato,Silt,16.72,32.84,54.41,257.81,0.0
Soybean,Peat,19.18,12.23,52.22,256.01,0.0
Sugarcane,Clay,12.73,48.5,17.54,258.69,0.0
Sugarcane,Peat,24.03,18.06,47.5,284.52,0.0
Sugarcane,Clay,38.24,47.7,28.23,2.45,8.03
Sugarcane,Sandy,38.32,74.16,36.32,27.56,0.68
Wheat,Loamy,16.42,69.32,85.23,196.13,0.0
Soybean,Silt,15.65,16.09,66.9,22.61,2.01
Cotton,Loamy,30.93,65.05,20.62,280.02,0.0
Soybean,Clay,13.36,57.63,72.87,131.75,0.0
Tomato,Loamy,17.62,10.98,46.98,242.11,0.0
Wheat,Loamy,10.88,44.93,23.57,183.3,0.0
Sugarcane,Clay,11.87,28.15,21.25,102.4,0.0
Cotton,Peat,33.68,10.5,8.51,194.78,0.0
Cotton,Peat,38.66,53.38,51.28,28.79,2.66
Maize,Clay,18.21,31.85,42.31,84.72,0.0
Rice,Loamy,23.75,25.04,11.14,18.22,4.93
